Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,141369,-,-,-,39.01,-122.14,0,101,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2022,1,1,0,0,6.6000000000000005,20,559,101,0,4.2,20,559,0,101,84.42,81.66,0.15,999,0.9,331,1.3,0.0000,0.0000
2022,1,1,0,30,5.5,22,396,48,0,4.2,22,396,0,48,91.07000000000001,86.26,0.15,999,0.9,329,1.4000000000000001,0.0000,0.0000
2022,1,1,1,0,4.5,4,37,3,0,2.7,4,37,0,3,88.15,91.45,0.15,999,0.8,327,1.5,0.0000,0.0000
2022,1,1,1,30,4.3,0,0,0,0,2.7,0,0,0,0,89.48,96.66,0.15,1000,0.8,326,1.6,0.0000,0.0000
2022,1,1,2,0,4,0,0,0,0,2.5,0,0,0,0,89.89,102.05,0.15,1000,0.8,325,1.7000000000000002,0.0000,0.0000
2022,1,1,2,30,3.8000000000000003,0,0,0,0,2.5,0,0,0,0,91.16,107.60000000000001,0.15,1000,0.8,325,1.8,0.0000,0.0000
2022,1,1,3,0,3.6,0,0,0,0,2.2,0,0,0,0,90.44,113.26,0.15,1001,0.7000000000000001,325,1.9000000000000001,0.0000,0.0000
2022,1,1,3,30,3.3000000000000003,0,0,0,0,2.2,0,0,0,0,92.37,119,0.15,1001,0.7000000000000001,326,2,0.0000,0.0000
2022,1,1,4,0,3,0,0,0,0,1.7000000000000002,0,0,0,0,91.22,124.81,0.15,1001,0.7000000000000001,327,2,0.0000,0.0000
2022,1,1,4,30,2.8000000000000003,0,0,0,0,1.7000000000000002,0,0,0,0,92.62,130.63,0.15,1002,0.7000000000000001,331,2,0.0000,0.0000
