Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,141369,-,-,-,39.01,-122.14,0,101,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2019,1,1,0,0,8.6,22,554,102,0,-1.6,22,554,0,102,48.54,81.69,0.15,1006,0.5,355,3.3000000000000003,0.0000,0.0000
2019,1,1,0,30,7.7,23,380,48,0,-1.7000000000000002,23,380,0,48,51.59,86.29,0.15,1006,0.5,178,3.5,0.0000,0.0000
2019,1,1,1,0,6.7,4,33,3,0,-1.4000000000000001,4,33,0,3,56.09,91.48,0.15,1006,0.5,0,3.6,0.0000,0.0000
2019,1,1,1,30,6.300000000000001,0,0,0,0,-1.4000000000000001,0,0,0,0,57.7,96.69,0.15,1007,0.5,5,3.7,0.0000,0.0000
2019,1,1,2,0,6,0,0,0,0,-1.6,0,0,0,0,58.1,102.08,0.15,1007,0.5,9,3.8000000000000003,0.0000,0.0000
2019,1,1,2,30,5.5,0,0,0,0,-1.6,0,0,0,0,60.14,107.63,0.15,1007,0.4,11,3.6,0.0000,0.0000
2019,1,1,3,0,5,0,0,0,0,-2.2,0,0,43,0,59.69,113.29,0.15,1008,0.4,13,3.4000000000000004,0.0000,0.0000
2019,1,1,3,30,4.4,0,0,0,0,-2.2,0,0,0,0,62.24,119.03,0.15,1008,0.4,12,3.1,0.0000,0.0000
2019,1,1,4,0,3.9000000000000004,0,0,0,0,-2.8000000000000003,0,0,0,0,61.86,124.84,0.15,1008,0.4,11,2.8000000000000003,0.0000,0.0000
2019,1,1,4,30,3.5,0,0,0,0,-2.8000000000000003,0,0,0,0,63.63,130.66,0.15,1008,0.30000000000000004,9,2.7,0.0000,0.0000
2019,1,1,5,0,3.2,0,0,0,0,-3.4000000000000004,0,0,0,0,61.940000000000005,136.47,0.15,1008,0.30000000000000004,7,2.7,0.0000,0.0000
2019,1,1,5,30,2.9000000000000004,0,0,0,0,-3.4000000000000004,0,0,0,0,63.27,142.20000000000002,0.15,1008,0.30000000000000004,5,2.7,0.0000,0.0000
2019,1,1,6,0,2.7,0,0,0,0,-4.1000000000000005,0,0,0,0,61.09,147.79,0.15,1008,0.30000000000000004,3,2.7,0.0000,0.0000
2019,1,1,6,30,2.5,0,0,0,0,-4.1000000000000005,0,0,0,0,61.96,153.1,0.15,1008,0.30000000000000004,181,2.8000000000000003,0.0000,0.0000
2019,1,1,7,0,2.4000000000000004,0,0,0,0,-4.6000000000000005,0,0,0,0,60.120000000000005,157.88,0.15,1008,0.30000000000000004,359,2.9000000000000004,0.0000,0.0000
2019,1,1,7,30,2.3000000000000003,0,0,0,0,-4.6000000000000005,0,0,0,0,60.550000000000004,161.69,0.15,1008,0.30000000000000004,356,3.1,0.0000,0.0000
2019,1,1,8,0,2.2,0,0,0,0,-4.9,0,0,0,0,59.4,163.81,0.15,1008,0.30000000000000004,354,3.3000000000000003,0.0000,0.0000
2019,1,1,8,30,2.1,0,0,0,0,-4.9,0,0,0,0,59.83,163.56,0.15,1008,0.30000000000000004,351,3.6,0.0000,0.0000
2019,1,1,9,0,2,0,0,0,0,-5.1000000000000005,0,0,0,0,59.410000000000004,161.03,0.15,1009,0.30000000000000004,348,3.8000000000000003,0.0000,0.0000
2019,1,1,9,30,1.9000000000000001,0,0,0,0,-5.1000000000000005,0,0,0,0,59.83,156.96,0.15,1009,0.30000000000000004,346,3.9000000000000004,0.0000,0.0000
2019,1,1,10,0,1.8,0,0,0,0,-5.2,0,0,0,0,59.67,152.05,0.15,1009,0.30000000000000004,344,4,0.0000,0.0000
2019,1,1,10,30,1.7000000000000002,0,0,0,0,-5.2,0,0,0,0,60.1,146.67000000000002,0.15,1009,0.30000000000000004,343,3.9000000000000004,0.0000,0.0000
2019,1,1,11,0,1.5,0,0,0,0,-5.300000000000001,0,0,0,0,60.38,141.04,0.15,1009,0.30000000000000004,342,3.9000000000000004,0.0000,0.0000
2019,1,1,11,30,1.4000000000000001,0,0,0,0,-5.300000000000001,0,0,0,0,60.82,135.28,0.15,1009,0.30000000000000004,341,3.9000000000000004,0.0000,0.0000
2019,1,1,12,0,1.2000000000000002,0,0,0,0,-5.5,0,0,0,0,61.14,129.47,0.15,1009,0.30000000000000004,339,3.9000000000000004,0.0000,0.0000
2019,1,1,12,30,1.2000000000000002,0,0,0,0,-5.5,0,0,0,0,61.14,123.64,0.15,1009,0.30000000000000004,338,3.8000000000000003,0.0000,0.0000
2019,1,1,13,0,1.1,0,0,0,0,-5.5,0,0,0,0,61.28,117.85000000000001,0.15,1010,0.30000000000000004,337,3.8000000000000003,0.0000,0.0000
2019,1,1,13,30,1,0,0,0,0,-5.5,0,0,0,0,61.72,112.11,0.15,1010,0.4,336,3.8000000000000003,0.0000,0.0000
2019,1,1,14,0,1,0,0,0,0,-5.6000000000000005,0,0,0,0,61.410000000000004,106.47,0.15,1010,0.4,335,3.8000000000000003,0.0000,0.0000
2019,1,1,14,30,1,0,0,0,0,-5.6000000000000005,0,0,0,0,61.480000000000004,100.95,0.15,1011,0.4,334,3.8000000000000003,0.0000,0.0000
2019,1,1,15,0,0.9,0,0,0,0,-5.6000000000000005,0,0,0,0,61.82,95.59,0.15,1011,0.4,334,3.8000000000000003,0.0000,0.0000
2019,1,1,15,30,1.8,7,98,7,0,-5.6000000000000005,6,58,11,6,58.01,89.85000000000001,0.15,1012,0.5,334,4,0.0000,0.0000
2019,1,1,16,0,2.7,24,492,64,4,-5.2,29,190,82,45,56.230000000000004,85.31,0.15,1012,0.5,333,4.1000000000000005,0.0000,0.0000
2019,1,1,16,30,4,33,663,140,0,-5.2,36,636,7,138,51.31,80.74,0.15,1012,0.5,337,4,0.0000,0.0000
2019,1,1,17,0,5.300000000000001,40,764,219,0,-5.1000000000000005,42,746,7,216,46.89,76.48,0.15,1012,0.6000000000000001,340,4,10.4356,7.9981
2019,1,1,17,30,6.7,46,826,293,0,-5.1000000000000005,46,826,0,293,42.57,72.61,0.15,1012,0.6000000000000001,347,3.8000000000000003,14.6441,11.2991
2019,1,1,18,0,8,51,864,358,0,-6.2,51,864,0,358,36.01,69.22,0.15,1012,0.6000000000000001,353,3.7,18.4544,14.3045
2019,1,1,18,30,9,55,891,412,0,-6.2,55,891,0,412,33.63,66.39,0.15,1011,0.7000000000000001,352,3.7,21.7437,16.9040
2019,1,1,19,0,10,58,911,454,0,-6.7,58,911,0,454,30.3,64.2,0.15,1011,0.7000000000000001,350,3.7,24.3569,18.9709
2019,1,1,19,30,10.700000000000001,59,921,481,0,-6.7,59,921,0,481,28.92,62.72,0.15,1011,0.7000000000000001,348,3.9000000000000004,26.0704,20.3275
2019,1,1,20,0,11.3,60,922,493,0,-6.6000000000000005,60,922,0,493,27.85,62.01,0.15,1011,0.8,346,4.2,26.8455,20.9418
2019,1,1,20,30,11.700000000000001,62,918,492,0,-6.7,66,901,0,488,27.1,62.08,0.15,1010,0.8,345,4.2,26.5613,20.7191
2019,1,1,21,0,12.100000000000001,63,904,474,0,-6.1000000000000005,66,888,0,470,27.46,62.940000000000005,0.15,1010,0.8,344,4.2,25.4367,19.8303
2019,1,1,21,30,12.100000000000001,61,886,442,0,-6.1000000000000005,61,886,0,442,27.46,64.55,0.15,1010,0.9,342,4,23.6535,18.4179
2019,1,1,22,0,12.200000000000001,60,860,398,0,-5,60,858,4,397,29.84,66.86,0.15,1010,0.9,340,3.7,20.8740,16.2207
2019,1,1,22,30,11.700000000000001,56,825,341,0,-5,56,825,0,341,30.810000000000002,69.8,0.15,1009,0.9,334,3.1,17.4883,13.5462
2019,1,1,23,0,11.100000000000001,52,772,274,0,-1.9000000000000001,52,772,0,274,40.31,73.28,0.15,1009,0.9,328,2.5,13.6093,10.4896
2019,1,1,23,30,11.100000000000001,46,694,199,7,-1.9000000000000001,60,511,64,173,40.31,77.23,0.15,1009,0.9,328,2.5,8.3150,6.3639
2019,1,2,0,0,7.5,36,576,121,0,-0.4,38,505,29,112,57.300000000000004,81.56,0.15,1009,0.9,318,1.7000000000000002,0.0000,0.0000
2019,1,2,0,30,6.7,24,375,49,0,-0.4,24,289,25,43,60.58,86.16,0.15,1010,0.9,319,1.9000000000000001,0.0000,0.0000
2019,1,2,1,0,5.800000000000001,4,33,3,0,-0.8,4,33,14,3,62.68,91.34,0.15,1010,0.9,319,2,0.0000,0.0000
2019,1,2,1,30,5.6000000000000005,0,0,0,0,-0.8,0,0,0,0,63.56,96.55,0.15,1010,0.9,321,2,0.0000,0.0000
2019,1,2,2,0,5.5,0,0,0,3,-0.4,0,0,0,0,65.78,101.95,0.15,1010,0.9,323,2.1,0.0000,0.0000
2019,1,2,2,30,5.2,0,0,0,0,-0.4,0,0,0,0,67.16,107.49000000000001,0.15,1010,0.9,325,1.9000000000000001,0.0000,0.0000
2019,1,2,3,0,4.9,0,0,0,0,-0.1,0,0,0,0,69.86,113.15,0.15,1010,0.9,326,1.7000000000000002,0.0000,0.0000
2019,1,2,3,30,4.6000000000000005,0,0,0,3,-0.1,0,0,0,0,71.33,118.9,0.15,1010,0.9,327,1.5,0.0000,0.0000
2019,1,2,4,0,4.3,0,0,0,8,-0.30000000000000004,0,0,0,0,72.19,124.7,0.15,1010,0.9,327,1.4000000000000001,0.0000,0.0000
2019,1,2,4,30,4,0,0,0,4,-0.30000000000000004,0,0,0,0,73.72,130.52,0.15,1010,0.9,329,1.3,0.0000,0.0000
2019,1,2,5,0,3.7,0,0,0,7,-0.7000000000000001,0,0,0,0,73.14,136.33,0.15,1010,0.9,330,1.3,0.0000,0.0000
2019,1,2,5,30,3.5,0,0,0,7,-0.7000000000000001,0,0,0,0,74.18,142.07,0.15,1010,0.9,331,1.3,0.0000,0.0000
2019,1,2,6,0,3.2,0,0,0,8,-1.1,0,0,0,0,73.34,147.65,0.15,1010,1,333,1.3,0.0000,0.0000
2019,1,2,6,30,2.9000000000000004,0,0,0,4,-1.1,0,0,0,0,74.91,152.96,0.15,1010,1,335,1.3,0.0000,0.0000
2019,1,2,7,0,2.6,0,0,0,0,-1.5,0,0,0,0,74.2,157.75,0.15,1010,1,337,1.3,0.0000,0.0000
2019,1,2,7,30,2.3000000000000003,0,0,0,0,-1.5,0,0,0,0,75.8,161.57,0.15,1010,1,345,1.2000000000000002,0.0000,0.0000
2019,1,2,8,0,2,0,0,0,0,-1.9000000000000001,0,0,0,0,75.24,163.71,0.15,1010,1,352,1.2000000000000002,0.0000,0.0000
2019,1,2,8,30,1.8,0,0,0,0,-1.9000000000000001,0,0,0,0,76.33,163.5,0.15,1010,1,182,1.2000000000000002,0.0000,0.0000
2019,1,2,9,0,1.6,0,0,0,0,-2.4000000000000004,0,0,0,0,74.77,161.01,0.15,1010,1,12,1.1,0.0000,0.0000
2019,1,2,9,30,1.5,0,0,0,0,-2.4000000000000004,0,0,0,0,75.31,156.97,0.15,1010,1,21,1.1,0.0000,0.0000
2019,1,2,10,0,1.3,0,0,0,0,-3,0,0,0,0,73.27,152.07,0.15,1011,1,30,1.1,0.0000,0.0000
2019,1,2,10,30,1.1,0,0,0,0,-3,0,0,0,0,74.33,146.70000000000002,0.15,1011,1,33,1.1,0.0000,0.0000
2019,1,2,11,0,0.9,0,0,0,0,-3.4000000000000004,0,0,0,0,72.87,141.08,0.15,1010,1,36,1.1,0.0000,0.0000
2019,1,2,11,30,0.6000000000000001,0,0,0,0,-3.4000000000000004,0,0,0,0,74.46000000000001,135.33,0.15,1010,1,35,1.1,0.0000,0.0000
2019,1,2,12,0,0.30000000000000004,0,0,0,0,-3.7,0,0,0,0,74.48,129.51,0.15,1010,1,34,1,0.0000,0.0000
2019,1,2,12,30,0.2,0,0,0,0,-3.7,0,0,0,0,75.02,123.69,0.15,1010,1,31,1,0.0000,0.0000
2019,1,2,13,0,0,0,0,0,0,-3.9000000000000004,0,0,0,0,74.88,117.89,0.15,1010,1,29,1.1,0.0000,0.0000
2019,1,2,13,30,-0.1,0,0,0,0,-3.9000000000000004,0,0,0,0,75.5,112.15,0.15,1011,1,28,1.1,0.0000,0.0000
2019,1,2,14,0,-0.2,0,0,0,0,-4.2,0,0,0,0,74.66,106.51,0.15,1011,1,27,1.1,0.0000,0.0000
2019,1,2,14,30,-0.1,0,0,0,0,-4.2,0,0,0,0,74.12,100.98,0.15,1011,1,25,1,0.0000,0.0000
2019,1,2,15,0,0,0,0,0,0,-4.1000000000000005,0,0,0,0,73.8,95.61,0.15,1011,1,23,1,0.0000,0.0000
2019,1,2,15,30,1.4000000000000001,7,85,7,0,-4.1000000000000005,7,85,0,7,66.72,89.87,0.15,1011,1,18,1,0.0000,0.0000
2019,1,2,16,0,2.8000000000000003,24,449,61,0,-2.3000000000000003,24,449,0,61,69.28,85.32000000000001,0.15,1012,1,12,1.1,0.0000,0.0000
2019,1,2,16,30,4.2,35,624,135,0,-2.3000000000000003,35,624,0,135,62.78,80.75,0.15,1012,1.1,165,1.2000000000000002,0.0000,0.0000
2019,1,2,17,0,5.5,42,729,213,0,-2.4000000000000004,42,729,0,213,56.69,76.47,0.15,1012,1.1,319,1.3,10.2914,7.8877
2019,1,2,17,30,6.7,49,793,286,0,-2.4000000000000004,49,793,0,286,52.19,72.59,0.15,1012,1.1,311,1.4000000000000001,14.2969,11.0315
2019,1,2,18,0,8,55,834,351,0,-1.6,55,834,0,351,50.86,69.19,0.15,1012,1.1,304,1.6,18.0983,14.0289
2019,1,2,18,30,9,58,865,405,0,-1.6,58,865,0,405,47.49,66.35,0.15,1011,1.1,304,1.7000000000000002,21.3809,16.6227
2019,1,2,19,0,10,61,883,446,0,-0.7000000000000001,61,883,0,446,47.25,64.15,0.15,1011,1.1,305,1.8,23.9363,18.6440
2019,1,2,19,30,10.700000000000001,62,894,473,0,-0.7000000000000001,62,894,0,473,45.1,62.65,0.15,1011,1.2000000000000002,308,1.7000000000000002,25.6488,19.9997
2019,1,2,20,0,11.4,63,899,486,0,0.1,63,899,0,486,45.64,61.92,0.15,1010,1.2000000000000002,311,1.6,26.4797,20.6576
2019,1,2,20,30,11.8,65,894,485,0,0.1,65,894,0,485,44.46,61.980000000000004,0.15,1010,1.2000000000000002,317,1.4000000000000001,26.4150,20.6064
